Segment,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Sales,Profit,Date,Month Number,Month Name,Year,Product_Name,Country,Product
Government,Medium,1582.0,7,11074.0,775.18,10298.82,2388.82,2014-12-01,12,December,2014,,Canada,Velo
Government,Medium,1582.0,7,11074.0,775.18,10298.82,2388.82,2014-12-01,12,December,2014,,Canada,VTT
Government,Medium,1135.0,7,7945.0,556.15,7388.85,1713.85,2014-06-01,6,June,2014,,Canada,Amarilla
Government,Medium,2125.0,7,14875.0,1041.25,13833.75,3208.75,2013-12-01,12,December,2013,,Germany,Paseo
Government,Medium,488.0,7,3416.0,273.28,3142.72,702.72,2014-02-01,2,February,2014,,Canada,Montana
Government,Medium,257.0,7,1799.0,143.92,1655.08,370.08,2014-05-01,5,May,2014,,Canada,Paseo
Government,Medium,1259.0,7,8813.0,705.04,8107.96,1812.96,2014-04-01,4,April,2014,,Germany,Paseo
Government,Medium,1095.0,7,7665.0,613.2,7051.8,1576.8,2014-05-01,5,May,2014,,Germany,Paseo
Government,Medium,678.0,7,4746.0,379.68,4366.32,976.32,2014-08-01,8,August,2014,,United States of America,Paseo
Government,Medium,1598.0,7,11186.0,894.88,10291.12,2301.12,2014-08-01,8,August,2014,,Germany,Paseo
Government,Medium,2409.0,7,16863.0,1349.04,15513.96,3468.96,2013-09-01,9,September,2013,,Germany,Paseo
Government,Medium,1946.0,7,13622.0,1089.76,12532.24,2802.24,2013-12-01,12,December,2013,,Mexico,Paseo
Government,Medium,2907.0,7,20349.0,1627.92,18721.08,4186.08,2014-06-01,6,June,2014,,United States of America,Velo
Government,Medium,2338.0,7,16366.0,1309.28,15056.72,3366.72,2014-06-01,6,June,2014,,Germany,Velo
Government,Medium,2338.0,7,16366.0,1309.28,15056.72,3366.72,2014-06-01,6,June,2014,,Germany,VTT
Government,Medium,2907.0,7,20349.0,1627.92,18721.08,4186.08,2014-06-01,6,June,2014,,United States of America,Amarilla
Government,Medium,1611.0,7,11277.0,1014.93,10262.07,2207.07,2013-12-01,12,December,2013,,Canada,Montana
Government,Medium,819.0,7,5733.0,515.97,5217.03,1122.03,2014-07-01,7,July,2014,,Canada,Carretera
Government,Medium,521.0,7,3647.0,328.23,3318.77,713.77,2014-12-01,12,December,2014,,Mexico,Carretera
Government,Medium,360.0,7,2520.0,226.8,2293.2,493.2,2014-10-01,10,October,2014,,Germany,Paseo
Government,Medium,360.0,7,2520.0,226.8,2293.2,493.2,2014-10-01,10,October,2014,,Germany,VTT
Government,Medium,521.0,7,3647.0,328.23,3318.77,713.77,2014-12-01,12,December,2014,,Mexico,VTT
Government,High,2328.0,7,16296.0,1629.6,14666.4,3026.4,2014-09-01,9,September,2014,,United States of America,Montana
Government,High,2665.0,7,18655.0,1865.5,16789.5,3464.5,2014-11-01,11,November,2014,,Germany,Velo
Government,High,2532.0,7,17724.0,1949.64,15774.36,3114.36,2014-04-01,4,April,2014,,France,Paseo
Government,High,1579.0,7,11053.0,1215.83,9837.17,1942.17,2014-03-01,3,March,2014,,United States of America,VTT
Government,High,2706.0,7,18942.0,2083.62,16858.38,3328.38,2013-11-01,11,November,2013,,Mexico,Carretera
Government,High,1808.0,7,12656.0,1392.16,11263.84,2223.84,2014-11-01,11,November,2014,,Canada,Velo
Government,High,380.0,7,2660.0,292.6,2367.4,467.4,2013-09-01,9,September,2013,,United States of America,Paseo
Government,High,2420.0,7,16940.0,2032.8,14907.2,2807.2,2014-09-01,9,September,2014,,Mexico,Montana
Government,High,2734.0,7,19138.0,2296.56,16841.44,3171.44,2014-10-01,10,October,2014,,Canada,Montana
Government,High,3421.5,7,23950.5,2874.06,21076.44,3968.94,2014-07-01,7,July,2014,,France,Amarilla
Government,High,2734.0,7,19138.0,2296.56,16841.44,3171.44,2014-10-01,10,October,2014,,Canada,Amarilla
Government,High,1491.0,7,10437.0,1252.44,9184.56,1729.56,2014-03-01,3,March,2014,,France,VTT
Government,High,1298.0,7,9086.0,1181.18,7904.82,1414.82,2014-02-01,2,February,2014,,United States of America,Montana
Government,High,1438.5,7,10069.5,1309.035,8760.465,1567.965,2014-01-01,1,January,2014,,United States of America,Paseo
Government,High,2696.0,7,18872.0,2453.36,16418.64,2938.64,2014-08-01,8,August,2014,,France,Paseo
Government,High,1190.0,7,8330.0,1082.9,7247.1,1297.1,2014-06-01,6,June,2014,,France,Velo
Government,High,1190.0,7,8330.0,1082.9,7247.1,1297.1,2014-06-01,6,June,2014,,France,Amarilla
Government,High,2996.0,7,20972.0,2936.08,18035.92,3055.92,2013-10-01,10,October,2013,,United States of America,Carretera
Government,High,280.0,7,1960.0,274.4,1685.6,285.6,2014-12-01,12,December,2014,,Germany,Carretera
Government,High,293.0,7,2051.0,287.14,1763.86,298.86,2014-02-01,2,February,2014,,France,Montana
Government,High,2996.0,7,20972.0,2936.08,18035.92,3055.92,2013-10-01,10,October,2013,,United States of America,Montana
Government,High,280.0,7,1960.0,274.4,1685.6,285.6,2014-12-01,12,December,2014,,Germany,VTT
Government,High,388.0,7,2716.0,380.24,2335.76,395.76,2014-09-01,9,September,2014,,Canada,Montana
Government,High,1727.0,7,12089.0,1692.46,10396.54,1761.54,2013-10-01,10,October,2013,,Mexico,Montana
Government,High,1731.0,7,12117.0,1696.38,10420.62,1765.62,2014-10-01,10,October,2014,,France,Paseo
Government,High,2903.0,7,20321.0,2844.94,17476.06,2961.06,2014-03-01,3,March,2014,,Mexico,VTT
Government,High,1731.0,7,12117.0,1696.38,10420.62,1765.62,2014-10-01,10,October,2014,,France,Amarilla
Government,High,1727.0,7,12089.0,1692.46,10396.54,1761.54,2013-10-01,10,October,2013,,Mexico,Amarilla
Government,High,2535.0,7,17745.0,2661.75,15083.25,2408.25,2014-04-01,4,April,2014,,Mexico,Paseo
Government,High,1368.0,7,9576.0,1436.4,8139.6,1299.6,2014-02-01,2,February,2014,,Mexico,Montana
Government,High,723.0,7,5061.0,759.15,4301.85,686.85,2014-04-01,4,April,2014,,Canada,Paseo
Midmarket,,2178.0,15,32670.0,0.0,32670.0,10890.0,2014-06-01,6,June,2014,,France,Carretera
Midmarket,,888.0,15,13320.0,0.0,13320.0,4440.0,2014-06-01,6,June,2014,,Germany,Carretera
Midmarket,,2470.0,15,37050.0,0.0,37050.0,12350.0,2014-06-01,6,June,2014,,Mexico,Carretera
Midmarket,,921.0,15,13815.0,0.0,13815.0,4605.0,2014-03-01,3,March,2014,,Germany,Montana
Channel Partners,,2518.0,12,30216.0,0.0,30216.0,22662.0,2014-06-01,6,June,2014,,Canada,Montana
Channel Partners,,1545.0,12,18540.0,0.0,18540.0,13905.0,2014-06-01,6,June,2014,,Germany,Montana
Midmarket,,2470.0,15,37050.0,0.0,37050.0,12350.0,2014-06-01,6,June,2014,,Mexico,Montana
Enterprise,,2665.5,125,333187.5,0.0,333187.5,13327.5,2014-07-01,7,July,2014,,Canada,Montana
Small Business,,958.0,300,287400.0,0.0,287400.0,47900.0,2014-08-01,8,August,2014,,Mexico,Montana
Enterprise,,345.0,125,43125.0,0.0,43125.0,1725.0,2013-10-01,10,October,2013,,Canada,Montana
Midmarket,,615.0,15,9225.0,0.0,9225.0,3075.0,2014-12-01,12,December,2014,,United States of America,Montana
Enterprise,,1804.0,125,225500.0,0.0,225500.0,9020.0,2014-02-01,2,February,2014,,France,Velo
Channel Partners,,2161.0,12,25932.0,0.0,25932.0,19449.0,2014-03-01,3,March,2014,,Germany,Velo
Channel Partners,,1545.0,12,18540.0,0.0,18540.0,13905.0,2014-06-01,6,June,2014,,Germany,Velo
Enterprise,,2821.0,125,352625.0,0.0,352625.0,14105.0,2014-08-01,8,August,2014,,United States of America,Velo
Enterprise,,345.0,125,43125.0,0.0,43125.0,1725.0,2013-10-01,10,October,2013,,Canada,Velo
Small Business,,2001.0,300,600300.0,0.0,600300.0,100050.0,2014-02-01,2,February,2014,,Canada,VTT
Channel Partners,,2838.0,12,34056.0,0.0,34056.0,25542.0,2014-04-01,4,April,2014,,Germany,VTT
Midmarket,,2178.0,15,32670.0,0.0,32670.0,10890.0,2014-06-01,6,June,2014,,France,VTT
Midmarket,,888.0,15,13320.0,0.0,13320.0,4440.0,2014-06-01,6,June,2014,,Germany,VTT
Small Business,,2151.0,300,645300.0,0.0,645300.0,107550.0,2014-09-01,9,September,2014,,France,VTT
Channel Partners,,1953.0,12,23436.0,0.0,23436.0,17577.0,2014-04-01,4,April,2014,,United States of America,Amarilla
Enterprise,,4219.5,125,527437.5,0.0,527437.5,21097.5,2014-04-01,4,April,2014,,Germany,Amarilla
Channel Partners,,2141.0,12,25692.0,0.0,25692.0,19269.0,2014-08-01,8,August,2014,,United States of America,Amarilla
Midmarket,,615.0,15,9225.0,0.0,9225.0,3075.0,2014-12-01,12,December,2014,,United States of America,Amarilla
Channel Partners,Low,1858.0,12,22296.0,222.96,22073.04,16499.04,2014-02-01,2,February,2014,,United States of America,Carretera
Channel Partners,Low,1445.0,12,17340.0,173.4,17166.6,12831.6,2014-09-01,9,September,2014,,Canada,Carretera
Enterprise,Low,330.0,125,41250.0,412.5,40837.5,1237.5,2013-09-01,9,September,2013,,United States of America,Carretera
Channel Partners,Low,2671.0,12,32052.0,320.52,31731.48,23718.48,2014-09-01,9,September,2014,,France,Carretera
Channel Partners,Low,766.0,12,9192.0,91.92,9100.08,6802.08,2013-10-01,10,October,2013,,Germany,Carretera
Small Business,Low,494.0,300,148200.0,1482.0,146718.0,23218.0,2013-10-01,10,October,2013,,Mexico,Carretera
Midmarket,Low,2214.0,15,33210.0,332.1,32877.9,10737.9,2014-03-01,3,March,2014,,Mexico,Montana
Small Business,Low,2301.0,300,690300.0,6903.0,683397.0,108147.0,2014-04-01,4,April,2014,,United States of America,Montana
Small Business,Low,2498.0,300,749400.0,7494.0,741906.0,117406.0,2013-09-01,9,September,2013,,United States of America,Montana
Enterprise,Low,663.0,125,82875.0,828.75,82046.25,2486.25,2013-10-01,10,October,2013,,United States of America,Montana
Enterprise,Low,923.0,125,115375.0,1153.75,114221.25,3461.25,2014-08-01,8,August,2014,,Canada,Velo
Enterprise,Low,663.0,125,82875.0,828.75,82046.25,2486.25,2013-10-01,10,October,2013,,United States of America,Velo
Enterprise,Low,727.0,125,90875.0,908.75,89966.25,2726.25,2014-06-01,6,June,2014,,United States of America,VTT
Enterprise,Low,787.0,125,98375.0,983.75,97391.25,2951.25,2014-06-01,6,June,2014,,France,VTT
Small Business,Low,986.0,300,295800.0,2958.0,292842.0,46342.0,2014-09-01,9,September,2014,,Germany,VTT
Small Business,Low,494.0,300,148200.0,1482.0,146718.0,23218.0,2013-10-01,10,October,2013,,Mexico,VTT
Enterprise,Low,1744.0,125,218000.0,2180.0,215820.0,6540.0,2014-11-01,11,November,2014,,France,VTT
Channel Partners,Low,1989.0,12,23868.0,238.68,23629.32,17662.32,2013-09-01,9,September,2013,,United States of America,Amarilla
Midmarket,Low,321.0,15,4815.0,48.15,4766.85,1556.85,2013-11-01,11,November,2013,,France,Amarilla
Enterprise,Low,742.5,125,92812.5,1856.25,90956.25,1856.25,2014-04-01,4,April,2014,,Canada,Carretera
Channel Partners,Low,1295.0,12,15540.0,310.8,15229.2,11344.2,2014-10-01,10,October,2014,,Canada,Carretera
Small Business,Low,214.0,300,64200.0,1284.0,62916.0,9416.0,2013-10-01,10,October,2013,,Germany,Carretera
Channel Partners,Low,1142.0,12,13704.0,274.08,13429.92,10003.92,2014-06-01,6,June,2014,,United States of America,Montana
Channel Partners,Low,690.0,12,8280.0,165.6,8114.4,6044.4,2014-11-01,11,November,2014,,Mexico,Montana
Enterprise,Low,1660.0,125,207500.0,4150.0,203350.0,4150.0,2013-11-01,11,November,2013,,Mexico,Montana
Enterprise,Low,809.0,125,101125.0,2022.5,99102.5,2022.5,2013-10-01,10,October,2013,,Germany,Velo
Enterprise,Low,2145.0,125,268125.0,5362.5,262762.5,5362.5,2013-10-01,10,October,2013,,Mexico,Velo
Channel Partners,Low,1055.0,12,12660.0,253.2,12406.8,9241.8,2014-12-01,12,December,2014,,France,Velo
Channel Partners,Low,1084.0,12,13008.0,260.16,12747.84,9495.84,2014-12-01,12,December,2014,,Mexico,Velo
Enterprise,Low,662.0,125,82750.0,1655.0,81095.0,1655.0,2014-06-01,6,June,2014,,Mexico,VTT
Small Business,Low,214.0,300,64200.0,1284.0,62916.0,9416.0,2013-10-01,10,October,2013,,Germany,VTT
Enterprise,Low,2729.0,125,341125.0,6822.5,334302.5,6822.5,2014-12-01,12,December,2014,,Canada,VTT
Small Business,Low,259.0,300,77700.0,1554.0,76146.0,11396.0,2014-03-01,3,March,2014,,Germany,Amarilla
Small Business,Low,1101.0,300,330300.0,6606.0,323694.0,48444.0,2014-03-01,3,March,2014,,Mexico,Amarilla
Enterprise,Low,2276.0,125,284500.0,5690.0,278810.0,5690.0,2014-05-01,5,May,2014,,Germany,Amarilla
Small Business,Low,1916.0,300,574800.0,11496.0,563304.0,84304.0,2014-12-01,12,December,2014,,Canada,Amarilla
Enterprise,Low,4243.5,125,530437.5,15913.125,514524.375,5304.375,2014-04-01,4,April,2014,,France,Carretera
Small Business,Low,689.0,300,206700.0,6201.0,200499.0,28249.0,2014-06-01,6,June,2014,,Germany,Carretera
Channel Partners,Low,1947.0,12,23364.0,700.92,22663.08,16822.08,2014-09-01,9,September,2014,,United States of America,Carretera
Channel Partners,Low,908.0,12,10896.0,326.88,10569.12,7845.12,2013-12-01,12,December,2013,,Canada,Carretera
Channel Partners,Low,1901.0,12,22812.0,684.36,22127.64,16424.64,2014-06-01,6,June,2014,,France,Montana
Enterprise,Low,1287.0,125,160875.0,4826.25,156048.75,1608.75,2014-12-01,12,December,2014,,France,Montana
Enterprise,Low,1706.0,125,213250.0,6397.5,206852.5,2132.5,2014-12-01,12,December,2014,,Germany,Montana
Enterprise,Low,2009.0,125,251125.0,7533.75,243591.25,2511.25,2014-10-01,10,October,2014,,Canada,Velo
Small Business,Low,2844.0,300,853200.0,25596.0,827604.0,116604.0,2014-02-01,2,February,2014,,United States of America,VTT
Channel Partners,Low,1916.0,12,22992.0,689.76,22302.24,16554.24,2014-04-01,4,April,2014,,Mexico,VTT
Enterprise,Low,1570.0,125,196250.0,5887.5,190362.5,1962.5,2014-06-01,6,June,2014,,Germany,VTT
Small Business,Low,1874.0,300,562200.0,16866.0,545334.0,76834.0,2014-08-01,8,August,2014,,Canada,VTT
Midmarket,Low,1945.0,15,29175.0,875.25,28299.75,8849.75,2013-10-01,10,October,2013,,Germany,VTT
Channel Partners,Low,2479.0,12,29748.0,892.44,28855.56,21418.56,2014-01-01,1,January,2014,,Germany,VTT
Midmarket,Low,2031.0,15,30465.0,1218.6,29246.4,8936.4,2014-10-01,10,October,2014,,Mexico,Montana
Small Business,Low,2021.0,300,606300.0,24252.0,582048.0,76798.0,2014-10-01,10,October,2014,,Germany,Carretera
Midmarket,Low,1967.0,15,29505.0,1180.2,28324.8,8654.8,2014-03-01,3,March,2014,,Canada,Montana
Small Business,Low,1859.0,300,557700.0,22308.0,535392.0,70642.0,2014-08-01,8,August,2014,,Germany,Montana
Small Business,Low,2021.0,300,606300.0,24252.0,582048.0,76798.0,2014-10-01,10,October,2014,,Germany,Montana
Enterprise,Low,1138.0,125,142250.0,5690.0,136560.0,0.0,2014-12-01,12,December,2014,,Mexico,Montana
Channel Partners,Low,1465.0,12,17580.0,703.2,16876.8,12481.8,2014-03-01,3,March,2014,,United States of America,Velo
Channel Partners,Low,866.0,12,10392.0,415.68,9976.32,7378.32,2014-05-01,5,May,2014,,France,VTT
Midmarket,Low,1514.0,15,22710.0,908.4,21801.6,6661.6,2013-10-01,10,October,2013,,Mexico,VTT
Enterprise,Low,1074.0,125,134250.0,5370.0,128880.0,0.0,2014-04-01,4,April,2014,,Mexico,Amarilla
Midmarket,Low,671.0,15,10065.0,402.6,9662.4,2952.4,2013-10-01,10,October,2013,,United States of America,Amarilla
Channel Partners,Medium,2431.0,12,29172.0,1458.6,27713.4,20420.4,2014-12-01,12,December,2014,,Canada,Velo
Channel Partners,Medium,1123.0,12,13476.0,673.8,12802.2,9433.2,2014-08-01,8,August,2014,,Mexico,Amarilla
Channel Partners,Medium,1865.0,12,22380.0,1119.0,21261.0,15666.0,2014-02-01,2,February,2014,,France,Carretera
Channel Partners,Medium,1116.0,12,13392.0,669.6,12722.4,9374.4,2014-02-01,2,February,2014,,Germany,Carretera
Small Business,Medium,991.0,300,297300.0,14865.0,282435.0,34685.0,2014-06-01,6,June,2014,,United States of America,Carretera
Midmarket,Medium,2791.0,15,41865.0,2093.25,39771.75,11861.75,2014-11-01,11,November,2014,,Mexico,Carretera
Enterprise,Medium,3627.0,125,453375.0,22668.75,430706.25,-4533.75,2014-07-01,7,July,2014,,United States of America,Montana
Channel Partners,Medium,2342.0,12,28104.0,1405.2,26698.8,19672.8,2014-11-01,11,November,2014,,Germany,Montana
Small Business,Medium,1100.0,300,330000.0,16500.0,313500.0,38500.0,2013-12-01,12,December,2013,,Mexico,Montana
Midmarket,Medium,555.0,15,8325.0,416.25,7908.75,2358.75,2014-01-01,1,January,2014,,United States of America,Velo
Midmarket,Medium,2861.0,15,42915.0,2145.75,40769.25,12159.25,2014-01-01,1,January,2014,,Mexico,Velo
Enterprise,Medium,807.0,125,100875.0,5043.75,95831.25,-1008.75,2014-02-01,2,February,2014,,Germany,Velo
Enterprise,Medium,861.0,125,107625.0,5381.25,102243.75,-1076.25,2014-10-01,10,October,2014,,United States of America,Velo
Enterprise,Medium,704.0,125,88000.0,4400.0,83600.0,-880.0,2013-10-01,10,October,2013,,France,Velo
Small Business,Medium,1250.0,300,375000.0,18750.0,356250.0,43750.0,2014-12-01,12,December,2014,,Germany,Velo
Small Business,Medium,1250.0,300,375000.0,18750.0,356250.0,43750.0,2014-12-01,12,December,2014,,Germany,Amarilla
Midmarket,Medium,2844.0,15,42660.0,2559.6,40100.4,11660.4,2014-06-01,6,June,2014,,Canada,Carretera
Channel Partners,Medium,562.0,12,6744.0,404.64,6339.36,4653.36,2014-09-01,9,September,2014,,Mexico,Carretera
Channel Partners,Medium,2299.0,12,27588.0,1655.28,25932.72,19035.72,2013-10-01,10,October,2013,,Canada,Carretera
Midmarket,Medium,2030.0,15,30450.0,1827.0,28623.0,8323.0,2014-11-01,11,November,2014,,United States of America,Carretera
Enterprise,Medium,887.0,125,110875.0,6652.5,104222.5,-2217.5,2013-12-01,12,December,2013,,Germany,Carretera
Channel Partners,Medium,2723.0,12,32676.0,1960.56,30715.44,22546.44,2014-11-01,11,November,2014,,United States of America,Montana
Enterprise,Medium,952.0,125,119000.0,7140.0,111860.0,-2380.0,2014-02-01,2,February,2014,,Canada,Velo
Enterprise,Medium,2755.0,125,344375.0,20662.5,323712.5,-6887.5,2014-02-01,2,February,2014,,United States of America,Velo
Midmarket,Medium,1530.0,15,22950.0,1377.0,21573.0,6273.0,2014-05-01,5,May,2014,,Germany,Velo
Small Business,Medium,1221.0,300,366300.0,21978.0,344322.0,39072.0,2013-10-01,10,October,2013,,France,Velo
Midmarket,Medium,2844.0,15,42660.0,2559.6,40100.4,11660.4,2014-06-01,6,June,2014,,Canada,VTT
Small Business,Medium,1221.0,300,366300.0,21978.0,344322.0,39072.0,2013-10-01,10,October,2013,,France,VTT
Small Business,Medium,2436.0,300,730800.0,43848.0,686952.0,77952.0,2013-12-01,12,December,2013,,Canada,VTT
Enterprise,Medium,1987.5,125,248437.5,14906.25,233531.25,-4968.75,2014-01-01,1,January,2014,,France,Amarilla
Midmarket,Medium,1153.0,15,17295.0,1037.7,16257.3,4727.3,2014-10-01,10,October,2014,,United States of America,VTT
Channel Partners,Medium,727.0,12,8724.0,610.68,8113.32,5932.32,2014-02-01,2,February,2014,,Mexico,Carretera
Channel Partners,Medium,1884.0,12,22608.0,1582.56,21025.44,15373.44,2014-08-01,8,August,2014,,Canada,Carretera
Channel Partners,Medium,2340.0,12,28080.0,1965.6,26114.4,19094.4,2014-01-01,1,January,2014,,Mexico,Montana
Channel Partners,Medium,2342.0,12,28104.0,1967.28,26136.72,19110.72,2014-11-01,11,November,2014,,France,Montana
Midmarket,Medium,1262.0,15,18930.0,1325.1,17604.9,4984.9,2014-05-01,5,May,2014,,Canada,Velo
Channel Partners,Medium,1738.5,12,20862.0,1460.34,19401.66,14186.16,2014-04-01,4,April,2014,,France,VTT
Channel Partners,Medium,2215.0,12,26580.0,1860.6,24719.4,18074.4,2013-09-01,9,September,2013,,Germany,VTT
Small Business,Medium,448.0,300,134400.0,9408.0,124992.0,12992.0,2014-06-01,6,June,2014,,France,Carretera
Small Business,Medium,2181.0,300,654300.0,45801.0,608499.0,63249.0,2014-10-01,10,October,2014,,France,Carretera
Small Business,Medium,2181.0,300,654300.0,45801.0,608499.0,63249.0,2014-10-01,10,October,2014,,France,Montana
Enterprise,Medium,2500.0,125,312500.0,21875.0,290625.0,-9375.0,2013-11-01,11,November,2013,,Germany,Montana
Small Business,Medium,1659.0,300,497700.0,34839.0,462861.0,48111.0,2014-07-01,7,July,2014,,France,Velo
Enterprise,Medium,2087.0,125,260875.0,18261.25,242613.75,-7826.25,2014-09-01,9,September,2014,,Germany,Velo
Small Business,Medium,1372.0,300,411600.0,28812.0,382788.0,39788.0,2014-12-01,12,December,2014,,United States of America,Velo
Channel Partners,Medium,3244.5,12,38934.0,2725.38,36208.62,26475.12,2014-01-01,1,January,2014,,Canada,VTT
Small Business,Medium,959.0,300,287700.0,20139.0,267561.0,27811.0,2014-02-01,2,February,2014,,France,VTT
Small Business,Medium,2747.0,300,824100.0,57687.0,766413.0,79663.0,2014-02-01,2,February,2014,,Mexico,VTT
Enterprise,Medium,1645.0,125,205625.0,14393.75,191231.25,-6168.75,2014-05-01,5,May,2014,,Canada,Amarilla
Enterprise,Medium,994.0,125,124250.0,8697.5,115552.5,-3727.5,2013-09-01,9,September,2013,,Germany,Amarilla
Small Business,Medium,1372.0,300,411600.0,28812.0,382788.0,39788.0,2014-12-01,12,December,2014,,United States of America,Amarilla
Enterprise,Medium,1540.0,125,192500.0,15400.0,177100.0,-7700.0,2014-08-01,8,August,2014,,Mexico,Carretera
Midmarket,Medium,490.0,15,7350.0,588.0,6762.0,1862.0,2014-11-01,11,November,2014,,France,Carretera
Midmarket,Medium,2501.0,15,37515.0,3001.2,34513.8,9503.8,2014-03-01,3,March,2014,,France,Montana
Small Business,Medium,1562.0,300,468600.0,37488.0,431112.0,40612.0,2014-08-01,8,August,2014,,France,Montana
Small Business,Medium,1283.0,300,384900.0,30792.0,354108.0,33358.0,2013-09-01,9,September,2013,,Canada,Montana
Midmarket,Medium,711.0,15,10665.0,853.2,9811.8,2701.8,2014-12-01,12,December,2014,,Germany,Montana
Channel Partners,Medium,598.0,12,7176.0,574.08,6601.92,4807.92,2014-03-01,3,March,2014,,Canada,Velo
Small Business,Medium,386.0,300,115800.0,9264.0,106536.0,10036.0,2013-11-01,11,November,2013,,France,Velo
Small Business,Medium,635.0,300,190500.0,15240.0,175260.0,16510.0,2014-12-01,12,December,2014,,Mexico,Velo
Small Business,Medium,2134.0,300,640200.0,51216.0,588984.0,55484.0,2014-09-01,9,September,2014,,Canada,VTT
Small Business,Medium,808.0,300,242400.0,19392.0,223008.0,21008.0,2013-12-01,12,December,2013,,United States of America,VTT
Small Business,Medium,2460.0,300,738000.0,59040.0,678960.0,63960.0,2014-06-01,6,June,2014,,Mexico,Amarilla
Midmarket,Medium,711.0,15,10665.0,853.2,9811.8,2701.8,2014-12-01,12,December,2014,,Germany,Amarilla
Channel Partners,Medium,1375.0,12,16500.0,1320.0,15180.0,11055.0,2013-12-01,12,December,2013,,Mexico,Amarilla
Small Business,Medium,635.0,300,190500.0,15240.0,175260.0,16510.0,2014-12-01,12,December,2014,,Mexico,Amarilla
Small Business,Medium,1094.0,300,328200.0,29538.0,298662.0,25162.0,2014-06-01,6,June,2014,,Canada,Carretera
Channel Partners,Medium,367.0,12,4404.0,396.36,4007.64,2906.64,2013-10-01,10,October,2013,,Mexico,Carretera
Small Business,Medium,3802.5,300,1140750.0,102667.5,1038082.5,87457.5,2014-04-01,4,April,2014,,Canada,Montana
Small Business,Medium,322.0,300,96600.0,8694.0,87906.0,7406.0,2013-09-01,9,September,2013,,France,Montana
Channel Partners,Medium,2321.0,12,27852.0,2506.68,25345.32,18382.32,2014-11-01,11,November,2014,,Canada,Montana
Enterprise,Medium,1857.0,125,232125.0,20891.25,211233.75,-11606.25,2013-11-01,11,November,2013,,France,Montana
Enterprise,Medium,2797.0,125,349625.0,31466.25,318158.75,-17481.25,2014-12-01,12,December,2014,,United States of America,Montana
Small Business,Medium,334.0,300,100200.0,9018.0,91182.0,7682.0,2013-12-01,12,December,2013,,Germany,Montana
Midmarket,Medium,245.0,15,3675.0,330.75,3344.25,894.25,2014-05-01,5,May,2014,,Mexico,Velo
Small Business,Medium,3793.5,300,1138050.0,102424.5,1035625.5,87250.5,2014-07-01,7,July,2014,,Canada,Velo
Enterprise,Medium,567.0,125,70875.0,6378.75,64496.25,-3543.75,2014-09-01,9,September,2014,,Canada,Velo
Enterprise,Medium,2110.0,125,263750.0,23737.5,240012.5,-13187.5,2014-09-01,9,September,2014,,Mexico,Velo
Channel Partners,Medium,1956.0,12,23472.0,2112.48,21359.52,15491.52,2014-01-01,1,January,2014,,United States of America,VTT
Small Business,Medium,2659.0,300,797700.0,71793.0,725907.0,61157.0,2014-02-01,2,February,2014,,Germany,VTT
Channel Partners,Medium,880.0,12,10560.0,950.4,9609.6,6969.6,2014-05-01,5,May,2014,,Germany,VTT
Small Business,Medium,1867.0,300,560100.0,50409.0,509691.0,42941.0,2014-09-01,9,September,2014,,United States of America,VTT
Channel Partners,Medium,2234.0,12,26808.0,2412.72,24395.28,17693.28,2013-09-01,9,September,2013,,France,VTT
Midmarket,Medium,1227.0,15,18405.0,1656.45,16748.55,4478.55,2014-10-01,10,October,2014,,France,VTT
Enterprise,Medium,877.0,125,109625.0,9866.25,99758.75,-5481.25,2014-11-01,11,November,2014,,Mexico,VTT
Midmarket,Medium,970.0,15,14550.0,1309.5,13240.5,3540.5,2013-11-01,11,November,2013,,Germany,Amarilla
Channel Partners,Medium,1580.0,12,18960.0,1706.4,17253.6,12513.6,2014-09-01,9,September,2014,,Germany,Carretera
Channel Partners,Medium,1967.0,12,23604.0,2124.36,21479.64,15578.64,2014-03-01,3,March,2014,,France,Velo
Midmarket,Medium,2628.0,15,39420.0,3547.8,35872.2,9592.2,2014-04-01,4,April,2014,,Mexico,Velo
Midmarket,Medium,1630.5,15,24457.5,2201.175,22256.325,5951.325,2014-07-01,7,July,2014,,Canada,Amarilla
Channel Partners,Medium,306.0,12,3672.0,330.48,3341.52,2423.52,2013-12-01,12,December,2013,,France,Amarilla
Channel Partners,High,386.0,12,4632.0,463.2,4168.8,3010.8,2013-10-01,10,October,2013,,United States of America,Carretera
Enterprise,High,3445.5,125,430687.5,43068.75,387618.75,-25841.25,2014-04-01,4,April,2014,,United States of America,Carretera
Enterprise,High,1482.0,125,185250.0,18525.0,166725.0,-11115.0,2013-12-01,12,December,2013,,France,Carretera
Enterprise,High,1804.0,125,225500.0,22550.0,202950.0,-13530.0,2013-11-01,11,November,2013,,United States of America,Montana
Midmarket,High,2072.0,15,31080.0,3108.0,27972.0,7252.0,2014-12-01,12,December,2014,,France,Montana
Midmarket,High,681.0,15,10215.0,1021.5,9193.5,2383.5,2014-01-01,1,January,2014,,Germany,Velo
Midmarket,High,510.0,15,7650.0,765.0,6885.0,1785.0,2014-04-01,4,April,2014,,Germany,Velo
Midmarket,High,790.0,15,11850.0,1185.0,10665.0,2765.0,2014-05-01,5,May,2014,,United States of America,Velo
